capability_id,level,source_keys,why
ARC-03,P3,dreyfus1980;evans2003-ddd,"Modeling ambiguous domains, surfacing hidden invariants and resolving conflicting expert input, is Evans' core practice of knowledge-crunching toward a ubiquitous language: the Dreyfus competent band, where standard vocabulary no longer suffices."
ARC-03,P4,sfia9;evans2003-ddd,"Defining modeling approaches and shared language others apply across domains is authoring strategic-design guidance (bounded contexts, context maps) at Evans' own level of contribution; SFIA9 marks this as setting a method others adopt."
ARC-03,P5,sfia9,"Setting domain-modeling strategy and standards organization-wide, anticipating evolution, is SFIA9's strategic-influence band applied across many domains, not one."
ARC-03,P6,sfia9;evans2003-ddd,Advancing domain-modeling practice recognized and taught across the industry is the pioneer band; DDD's own adoption as an industry vocabulary is the exemplar of work recognized at this level.
ARC-04,P1,dreyfus1980,"Removing obvious dependencies and following cohesion guidance under review is the novice band: applying a checklist, not diagnosing structure."
ARC-04,P2,dreyfus1980;parnas1972,"Managing coupling in routine modules independently, applying standard dependency rules, is the advanced-beginner band's situational recognition of Parnas' information-hiding heuristic without yet needing to invent decomposition criteria."
ARC-04,P3,dreyfus1980;parnas1972,Diagnosing and restructuring tangled dependencies in complex systems autonomously is the competent band; it is exactly the decomposition-criteria judgment Parnas argues cannot be reduced to a checklist and must be reasoned from what is likely to change.
ARC-04,P4,sfia9;parnas1972,"Defining dependency governance and cohesion principles teams adopt is authoring decomposition criteria at Parnas' own level of contribution; SFIA9 marks this as setting the principle, not applying it."
ARC-04,P5,sfia9,"Setting organization-wide coupling strategy and anticipating structural debt accumulation is SFIA9's strategic-influence band, spanning systems rather than one codebase."
ARC-04,P6,sfia9;parnas1972,"Defining what healthy coupling means for the discipline, influencing wider practice, is the pioneer band; Parnas' 1972 paper is the founding example of a single paper reshaping how the field defines a module boundary."
ARC-05,P1,dreyfus1980,"Applying a specified consistency model under guidance, with choices reviewed, is the novice band: following an assigned choice, not evaluating it."
ARC-05,P2,dreyfus1980,Selecting standard consistency models for routine cases independently is the advanced-beginner band: recognized situations mapped to known guarantees.
ARC-05,P3,dreyfus1980;brewer2000-cap;gilbert-lynch2002,"Choosing and reasoning about consistency trade-offs in ambiguous distributed scenarios autonomously is the competent band applying the CAP trade-off (Brewer's conjecture, proved by Gilbert & Lynch) to a specific system's constraints rather than citing it abstractly."
ARC-05,P4,sfia9;kleppmann2017-ddia,Defining consistency-model guidance others rely on for hard correctness problems is authoring the kind of cross-system reference Kleppmann's replication and consistency chapters provide; SFIA9 marks this as setting guidance others reuse.
ARC-05,P5,sfia9,Setting consistency strategy across systems and anticipating new model needs is SFIA9's strategic-influence band spanning the organization's systems portfolio.
ARC-05,P6,sfia9;gilbert-lynch2002,Advancing how the industry understands and applies consistency models is the pioneer band; Gilbert & Lynch's formal proof of Brewer's conjecture is the exemplar of a single result changing industry-wide reasoning.
ARC-06,P1,dreyfus1980,"Configuring coordination using established primitives under review is the novice band: operating a given tool, not designing the protocol."
ARC-06,P2,dreyfus1980,"Applying standard consensus and coordination mechanisms to routine problems independently is the advanced-beginner band: recognized patterns (leader election, distributed locks) applied without re-deriving correctness."
ARC-06,P3,dreyfus1980;ongaro-ousterhout2014-raft,"Designing coordination for complex failure scenarios, resolving liveness and safety trade-offs autonomously, is the competent band doing the reasoning Raft's own design process made explicit and teachable: trading pure optimality for provable, defensible correctness under a specific failure model."
ARC-06,P4,sfia9;lamport1998-paxos,Defining coordination approaches others adopt and solving intractable agreement problems is contributing at Paxos' own level: a named protocol other engineers adopt rather than re-derive; SFIA9 marks this as setting approach others reuse.
ARC-06,P5,sfia9,"Setting coordination strategy organization-wide, anticipating distributed-coordination challenges, is SFIA9's strategic-influence band across systems."
ARC-06,P6,sfia9;lamport1998-paxos;ongaro-ousterhout2014-raft,Shaping industry understanding of consensus and coordination is the pioneer band; Paxos and Raft are the field's own examples of individuals originating a consensus model the wider industry now builds on.
ARC-07,P1,dreyfus1980,"Implementing a defined saga or transaction flow under review is the novice band: executing a specified flow, not designing it."
ARC-07,P2,dreyfus1980;richardson2018-microservices-patterns,Building standard distributed transactions and compensations independently for routine flows is the advanced-beginner band applying Richardson's cataloged saga and outbox patterns as recognized recipes.
ARC-07,P3,dreyfus1980;garcia-molina-salem1987-sagas,"Designing saga and consistency-recovery patterns for complex multi-step flows autonomously is the competent band; it is the original saga problem Garcia-Molina & Salem posed: decomposing a long-lived transaction into compensable steps for a specific, non-routine flow."
ARC-07,P4,sfia9;richardson2018-microservices-patterns,Defining distributed-transaction patterns and failure-handling approaches teams adopt is authoring pattern guidance at Richardson's own level of contribution; SFIA9 marks this as setting approach others reuse across a codebase or org.
ARC-07,P5,sfia9,"Setting strategy for cross-system transactional integrity, anticipating coordination needs, is SFIA9's strategic-influence band spanning systems."
ARC-07,P6,sfia9;garcia-molina-salem1987-sagas,Defining best practice for distributed transactions across the industry is the pioneer band; Garcia-Molina & Salem's 1987 paper originating the saga concept is the exemplar of a single contribution reshaping how the field designs long-running transactions.
ARC-08,P1,dreyfus1980,Performing simple capacity calculations from given assumptions under review is the novice band: plugging numbers into a supplied formula.
ARC-08,P2,dreyfus1980,Estimating capacity for routine systems independently using standard models is the advanced-beginner band: recognized load and storage models applied without deep uncertainty handling.
ARC-08,P3,dreyfus1980;sre2016,"Building defensible capacity models for ambiguous, large-scale systems autonomously is the competent band; it is the demand-forecasting and capacity-planning discipline the Google SRE book documents as requiring judgment about growth, headroom and failure-domain sizing, not a lookup table."
ARC-08,P4,sfia9;sre2016,Defining estimation methods and reference figures others reuse is authoring the kind of capacity-planning guidance the SRE book itself codifies for an organization; SFIA9 marks this as setting method others adopt.
ARC-08,P5,sfia9,Setting capacity-planning strategy and anticipating scaling inflection points organization-wide is SFIA9's strategic-influence band across the portfolio.
